en	phntc	id	ati
canard	kæ@nɑ:d	6342	@k-e@-a@d-
canker	kæŋkə	6343	@k-e@ng-@k-a
cantata	kæn@tɑ:tə	6344	@k-e@t-a@t-a
capacious	kə@peiʃəs	6345	@k-a@p-ei@sh-a@s-
caper	keipə	6346	@k-ei@p-a
capitalize	kə@pitəlaiz	6347	@k-a@p-ei@t-a@l-ai@z-
capitation	kæpi@teiʃən	6348	@k-e@p-ei@t-ei@sh-en
capsize	kæp@saiz	6349	@k-e@p-@s-ai@z-
carat	kærət	6350	@k-e@rw-a@t-
careen	kə@ri:n	6351	@k-a@rw-
carillon	kə@riljən	6352	@k-a@rw-ei@l-@y-en
carnage	kɑ:nidʒ	6353	@k-@-ei@d-@r-
carpentry	kɑ:pintri	6354	@k-a@p-@t-@rw-ei
cascade	kæs@keid	6355	@k-e@s-@k-ei@d-
catapult	kætəpʌlt	6356	@k-e@t-a@p-a@l-@t-
cautionary	kɔ:ʃənəri	6357	@k-eo@sh-en@-a@rw-ei
cavalcade	kævəl@keid	6358	@k-e@v-a@l-@k-ei@d-
celerity	si@leriti	6359	@s-ei@l-e@rw-ei@t-ei
celibate	selibit	6360	@s-e@l-ei@b-ei@t-
cemetery	semitri	6361	@s-e@-ei@t-@rw-ei
centrifugal	sen@trifjuɡəl	6362	@s-@t-@rw-ei@f-@y-u@-a@l-
centripetal	sen@tripitl	6363	@s-@t-@rw-ei@p-ei@t-@l-
cephalic	se@fælik	6364	@s-e@f-e@l-ei@k-
chasten	tʃeisn	6365	@t-@sh-ei@s-
checkered	tʃekəd	6366	@t-@sh-e@k-a@d-
chic	ʃi(:)k	6367	@sh-ei@-@-@-@k-
chirp	tʃə:p	6368	@t-@sh-a@p-
chore	tʃɔ:	6369	@t-@sh-eo
chortle	tʃɔ:tl	6370	@t-@sh-eo@t-@l-
chunk	tʃʌŋk	6371	@t-@sh-a@ng-@k-
ciliate	siliit	6372	@s-ei@l-@t-
cineaste	sini:æst	6373	@s-@-ei@-e@s-@t-
circumlocutory	sɜ:kəmləu@kju:ʃən	6374	@s-@-@-@k-a@-@l-eu@k-@y-u@sh-en
citation	sai@teiʃən	6375	@s-ai@t-ei@sh-en
clairvoyant	kleə@vɔiənt	6376	@k-@l-e@-a@v-eo@-en@t-
clench	klentʃ	6377	@k-@l-@t-@sh-
cliché	kli:@ʃei	6378	@k-@l-ei@sh-ei
closed-minded	kləuzd@maindid	6379	@k-@l-eu@z-@d-@-@d-ei@d-
closure	kləuʒə	6380	@k-@l-eu@r-a
cloy	klɔi	6381	@k-@l-eo
coffer	kɔfə	6382	@k-eo@f-a
cognate	kɔɡneit	6383	@k-eo@-ei@t-
cognomen	kɔɡ@nəumen	6384	@k-eo@-eu@-
colloquy	kɔləkwi	6385	@k-eo@l-a@k-@v-ei
colt	kəult	6386	@k-eu@l-@t-
comestible	kə@mestibl	6387	@k-a@-e@s-@t-ei@b-@l-
commiserate	kə@mizəreit	6388	@k-a@-ei@z-a@rw-ei@t-
complexion	kəm@plekʃən	6389	@k-a@-@p-@l-e@k-@sh-en
complicity	kəm@plisiti	6390	@k-a@-@p-@l-ei@s-ei@t-ei
comport	kəm@pɔ:t	6391	@k-a@-@p-eo@t-
compulsory	kəm@pʌlsəri	6392	@k-a@-@p-a@l-@s-a@rw-ei
concentric	kɔn@sentrik	6393	@k-@s-@t-@rw-ei@k-
concoct	kən@kɔkt	6394	@k-en@k-eo@k-@t-
condign	kən@dain	6395	@k-en@d-
condiment	kɔndimənt	6396	@k-@d-ei@-en@t-
condole	kən@dəul	6397	@k-en@d-eu@l-
condor	kɔndɔ:	6398	@k-@d-eo
confidant	kɔnfi@dænt	6399	@k-@f-ei@d-e@t-
congenital	kɔn@dʒenitl	6400	@k-@d-@r-@-ei@t-@l-
conjugal	kɔndʒuɡəl	6401	@k-@d-@r-u@-a@l-
connubial	kə@nju:bjəl	6402	@k-en@y-u@b-@y-a@l-
consecrate	kɔnsikreit	6403	@k-@s-ei@k-@rw-ei@t-
consonance	kɔnsənəns	6404	@k-@s-en@-en@s-
consort	kɔnsɔ:t	6405	@k-@s-eo@t-
conspectus	kən@spektəs	6406	@k-en@s-@p-e@k-@t-a@s-
constringe	kən@strindʒ	6407	@k-en@s-@t-@rw-@d-@r-
contumacy	kɔntjuməsi	6408	@k-@t-@y-u@-a@s-ei
contumely	kɔntjumli	6409	@k-@t-@y-u@-@l-ei
convene	kən@vi:n	6410	@k-en@v-
convoy	kɔnvɔi	6411	@k-@v-eo
cordial	kɔ:diəl	6412	@k-eo@d-ei@l-
cornet	kɔ:nit	6413	@k-@-ei@t-
corny	kɔ:ni	6414	@k-@-ei
corporal	kɔ:pərəl	6415	@k-eo@p-a@rw-a@l-
corpulent	kɔ:pjulənt	6416	@k-eo@p-@y-u@l-en@t-
corpus	kɔ:pəs	6417	@k-eo@p-a@s-
coruscate	kɔrəskeit	6418	@k-eo@rw-a@s-@k-ei@t-
cosy(cozy)	kəuzi	6419	@k-eu@z-ei
counterpoise	kauntəpɔiz	6420	@k-@t-a@p-eo@z-
coven	kʌvən	6421	@k-a@v-en
crafty	krɑ:fti	6422	@k-@rw-a@f-@t-ei
crag	kræɡ	6423	@k-@rw-e@-
credo	kri:dəu	6424	@k-@rw-ei@d-eu
crepuscular	kri@pʌskjulə	6425	@k-@rw-ei@p-a@s-@k-@y-u@l-a
crevice	krevis	6426	@k-@rw-e@v-ei@s-
crinkle	kriŋkl	6427	@k-@rw-ei@ng-@k-@l-
cripple	kripl	6428	@k-@rw-ei@p-@l-
croon	kru:n	6429	@k-@rw-
crotchety	krɔtʃiti	6430	@k-@rw-eo@t-@sh-ei@t-ei
crypt	kript	6431	@k-@rw-ei@p-@t-
cuddle	kʌdl	6432	@k-a@d-@l-
cuff	kʌf	6433	@k-a@f-
culprit	kʌlprit	6434	@k-a@l-@p-@rw-ei@t-
cumber	kʌmbə	6435	@k-a@-@b-a
curd	kə:d	6436	@k-a@d-
curfew	kə:fju:	6437	@k-a@f-@y-u
currish	kə:riʃ	6438	@k-a@rw-ei@sh-
cursive	kə:siv	6439	@k-a@s-ei@v-
curvaceous	kə:@veiʃəs	6440	@k-a@v-ei@sh-a@s-
cygnet	siɡnit	6441	@s-ei@-ei@t-
cynosure	sinəzjuə	6442	@s-@-a@z-@y-o
dabbler	dæblə	6443	@d-e@b-@l-a
dalliance	dæliəns	6444	@d-e@l-@s-
damn	dæm	6445	@d-e@-
damper	dæmpə	6446	@d-e@-@p-a
dangle	dæŋɡl	6447	@d-e@ng-@-@l-
dank	dæŋk	6448	@d-e@ng-@k-
dastard	dæstəd	6449	@d-e@s-@t-a@d-
daub	dɔ:b	6450	@d-eo@b-
daubster	dɔ:bstə	6451	@d-eo@b-@s-@t-a
daze	deiz	6452	@d-ei@z-
debar	di:@bɑ:	6453	@d-ei@b-a
debility	di@biliti	6454	@d-ei@b-ei@l-ei@t-ei
debonair	debə@neə	6455	@d-e@b-en@-e@-a
decamp	di@kæmp	6456	@d-ei@k-e@-@p-
decant	di@kænt	6457	@d-ei@k-e@t-
decentralize	di:@sentrəlaiz	6458	@d-ei@s-@t-@rw-a@l-ai@z-
declassify	di@klæsifai	6459	@d-ei@k-@l-e@s-ei@f-ai
declination	dekli@neiʃən	6460	@d-e@k-@l-@-ei@sh-en
decoy	di@kɔi	6461	@d-ei@k-eo
decree	di@kri:	6462	@d-ei@k-@rw-ei
defalcate	di:fælkeit	6463	@d-ei@f-e@l-@k-ei@t-
defame	di@feim	6464	@d-ei@f-ei@-
defoliant	di:@fəuliənt	6465	@d-ei@f-eu@l-@t-
defoliate	di:@fəulieit	6466	@d-ei@f-eu@l-@t-
deforest	di@fɔrist	6467	@d-ei@f-eo@rw-ei@s-@t-
defray	di@frei	6468	@d-ei@f-@rw-ei
defunct	di@fʌŋkt	6469	@d-ei@f-a@ng-@k-@t-
delectation	di:lek@teiʃən	6470	@d-ei@l-e@k-@t-ei@sh-en
demarcate	di@mɑ:keit	6471	@d-ei@-a@k-ei@t-
demeanour	di@mi:nə	6472	@d-ei@-@-a
demented	di@mentid	6473	@d-ei@-@t-ei@d-
demure	di@mjuə	6474	@d-ei@-@y-o
denominate	di@nɔmineit	6475	@d-@-eo@-@-ei@t-
denunciate	di@nʌnsieit	6476	@d-@-@s-@t-
deportment	di@pɔ:tmənt	6477	@d-ei@p-eo@t-@-en@t-
deposit	di@pɔzit	6478	@d-ei@p-eo@z-ei@t-
depredation	depri@deiʃ(ə)n	6479	@d-e@p-@rw-ei@d-ei@sh-@-a@-
depressant	di@presist	6480	@d-ei@p-@rw-e@s-ei@s-@t-
depute	di@pju:t	6481	@d-ei@p-@y-u@t-
deputize	depjə@taiz	6482	@d-e@p-@y-a@t-ai@z-
derangement	di@reindʒmənt	6483	@d-ei@rw-@d-@r-@-en@t-
desalinize	di:@sælinaiz	6484	@d-ei@s-e@l-@-ai@z-
desideratum	di@zidə@reitəm	6485	@d-ei@z-ei@d-a@rw-ei@t-a@-
designate	deziɡneit	6486	@d-e@z-ei@-ei@t-
desirous	di@zaiərəs	6487	@d-ei@z-ai@-a@rw-a@s-
desolate	desəlit	6488	@d-e@s-a@l-ei@t-
desperado	despə@rɑ:dəu	6489	@d-e@s-@p-a@rw-a@d-eu
despoil	dis@pɔil	6490	@d-ei@s-@p-eo@l-
destitute	destitju:t	6491	@d-e@s-@t-ei@t-@y-u@t-
destructible	dis@trʌktəbl	6492	@d-ei@s-@t-@rw-a@k-@t-a@b-@l-
desuetude	di@sju:itju:d	6493	@d-ei@s-@y-u@-ei@t-@y-u@d-
detestable	di@testəb(ə)l	6494	@d-ei@t-e@s-@t-a@b-@-a@-@l-
detonate	detəuneit	6495	@d-e@t-@-ei@t-
detract	di@trækt	6496	@d-ei@t-@rw-e@k-@t-
devolve	di@vɔlv	6497	@d-ei@v-eo@l-@v-
diabolic	daiə@bɔlik	6498	@d-ai@-a@b-eo@l-ei@k-
dictator	dik@teitə	6499	@d-ei@k-@t-ei@t-a
dictum	diktəm	6500	@d-ei@k-@t-a@-
dietetics	daiə@tetiks	6501	@d-ai@-a@t-e@t-ei@k-@s-
dignitary	diɡni@teri:	6502	@d-ei@-ei@t-e@rw-ei
dilapidation	dilæpi@deiʃ(ə)n	6503	@d-ei@l-e@p-ei@d-ei@sh-@-a@-
diminuendo	di@minju@endəu	6504	@d-ei@-@y-u@-@d-eu
diocesan	dai@ɔsisən	6505	@d-ai@-eo@s-ei@s-en
dipsomania	dipsəu@meiniə	6506	@d-ei@p-@s-eu@-@-ei
disavow	disə@vau	6507	@d-ei@s-a@v-ao
disband	dis@bænd	6508	@d-ei@s-@b-e@d-
disclaimer	dis@kleimə(r)	6509	@d-ei@s-@k-@l-ei@-a@-@-
disembody	disim@bɔdi	6510	@d-ei@s-ei@-@b-eo@d-ei
disfranchise	dis@fræntʃaiz	6511	@d-ei@s-@f-@rw-e@t-@sh-ai@z-
dishearten	dis@hɑ:tən	6512	@d-ei@s-@h-a@t-en
dishevel	di@ʃevəl	6513	@d-ei@sh-e@v-a@l-
disheveled	di@ʃevəld	6514	@d-ei@sh-e@v-a@l-@d-
disintegrate	dis@intiɡreit	6515	@d-ei@s-@t-ei@-@rw-ei@t-
disport	dis@pɔ:t	6516	@d-ei@s-@p-eo@t-
disquisition	diskwi@ziʃən	6517	@d-ei@s-@k-@v-ei@z-ei@sh-en
dissection	di@sekʃən	6518	@d-ei@s-e@k-@sh-en
dissociate	di@səuʃieit	6519	@d-ei@s-eu@sh-@t-
distain	dis@tein	6520	@d-ei@s-@t-
distal	distəl	6521	@d-ei@s-@t-a@l-
distention	dis@tenʃən	6522	@d-ei@s-@t-@sh-en
distrait	dis@trei	6523	@d-ei@s-@t-@rw-ei
ditch	ditʃ	6524	@d-ei@t-@sh-
divagate	daivəɡeit	6525	@d-ai@v-a@-ei@t-
dock	dɔk	6526	@d-eo@k-
doggo	dɔɡəu	6527	@d-eo@-eu
dotage	dəutidʒ	6528	@d-eu@t-ei@d-@r-
double-cross	dʌbl@krɔs	6529	@d-a@b-@l-@k-@rw-eo@s-
dowdy	daudi	6530	@d-ao@d-ei
dowry	dauəri	6531	@d-ao@-a@rw-ei
doze	dəuz	6532	@d-eu@z-
dribble	dribl	6533	@d-@rw-ei@b-@l-
drollery	drəuləri	6534	@d-@rw-eu@l-a@rw-ei
ductile	dʌktail	6535	@d-a@k-@t-ai@l-
dulcet	dʌlsit	6536	@d-a@l-@s-ei@t-
dullard	dʌləd	6537	@d-a@l-a@d-
dumbfound	dʌm@faund	6538	@d-a@-@f-@d-
dunce	dʌns	6539	@d-@s-
eaglet	i:ɡlit	6540	@-ei@-@l-ei@t-
earthshaking	ə:θʃeikiŋ	6541	@-a@s-@sh-ei@k-ei@ng-
ecdysis	ekdisis	6542	@-e@k-@d-ei@s-ei@s-
eclat	eiklɑ:	6543	@-ei@k-@l-a
eclogue	eklɔɡ	6544	@-e@k-@l-eo@-
ecumenical	i:kju(:)@menikəl	6545	@-ei@k-@y-u@-@-@-@-@-ei@k-a@l-
edict	i:dikt	6546	@-ei@d-ei@k-@t-
eerie	iəri	6547	@-ei@rw-ei
effeminate	i@feminit	6548	@-ei@f-e@-@-ei@t-
effigy	efidʒi	6549	@-e@f-ei@d-@r-ei
egoism	i:ɡəuiz(ə)m	6550	@-ei@-eu@-ei@z-@-a@-@-
ejaculate	i@dʒækjuleit	6551	@-ei@d-@r-e@k-@y-u@l-ei@t-
electorate	i@lektərət	6552	@-ei@l-e@k-@t-a@rw-a@t-
elixir	i@liksə	6553	@-ei@l-ei@k-@s-a
emasculate	i@mæskjuleit	6554	@-ei@-e@s-@k-@y-u@l-ei@t-
embankment	im@bæŋkmənt	6555	@-ei@-@b-e@ng-@k-@-en@t-
embitter	im@bitə	6556	@-ei@-@b-ei@t-a
emblazon	im@bleizən	6557	@-ei@-@b-@l-ei@z-en
embodiment	im@bɔdimənt	6558	@-ei@-@b-eo@d-ei@-en@t-
embroil	im@brɔil	6559	@-ei@-@b-@rw-eo@l-
embryonic	embri@ɔnik	6560	@-e@-@b-@rw-ei@-@-ei@k-
emerald	emərəld	6561	@-e@-a@rw-a@l-@d-
emolument	i@mɔljumənt	6562	@-ei@-eo@l-@y-u@-en@t-
empyrean	empai@ri(:)ən	6563	@-e@-@p-ai@rw-ei@-@-@-en
encipher	in@saifə	6564	@-@s-ai@f-a
encyclopedic	en@saikləu@pi:dik	6565	@-@s-ai@k-@l-eu@p-ei@d-ei@k-
endue	in@dju:	6566	@-@d-@y-u
engrossment	in@ɡrəusmənt	6567	@-@-@rw-eu@s-@-en@t-
ennoble	i@nəubl	6568	@-@-eu@b-@l-
enshrine	in@ʃrain	6569	@-@sh-@rw-
enslave	in@sleiv	6570	@-@s-@l-ei@v-
ensnare	in@sneə	6571	@-@s-e@-a
enthrall	in@θrɔ:l	6572	@-@s-@rw-eo@l-
entourage	ɔntu@rɑ:ʒ	6573	@-@t-u@rw-a@r-
entrench	in@trentʃ	6574	@-@t-@rw-@t-@sh-
entwine	in@twain	6575	@-@t-@v-
environs	envirənz	6576	@-@v-ei@rw-en@z-
envisage	in@vizidʒ	6577	@-@v-ei@z-ei@d-@r-
epicurean	epikjuə@ri(:)ən	6578	@-e@p-ei@k-@y-o@rw-ei@-@-@-en
episode	episəud	6579	@-e@p-ei@s-eu@d-
equestrian	i@kwestriən	6580	@-ei@k-@v-e@s-@t-@rw-
escort	is@kɔ:t	6581	@-ei@s-@k-eo@t-
estrange	is@treindʒ	6582	@-ei@s-@t-@rw-@d-@r-
estuary	estjuəri	6583	@-e@s-@t-@y-o@rw-ei
eugenic	ju:@dʒenik	6584	@y-u@d-@r-@-ei@k-
even-tempered	i:vən@tempəd	6585	@-ei@v-en@t-e@-@p-a@d-
everlasting	evə@lɑ:stiŋ	6586	@-e@v-a@l-a@s-@t-ei@ng-
eviscerate	i@visəreit	6587	@-ei@v-ei@s-a@rw-ei@t-
exceptionable	ik@sepʃənəbl	6588	@-ei@k-@s-e@p-@sh-en@-a@b-@l-
excerpt	eksə:pt	6589	@-e@k-@s-a@p-@t-
exchequer	iks@tʃekə	6590	@-ei@k-@s-@t-@sh-e@k-a
excogitate	eks@kɔdʒiteit	6591	@-e@k-@s-@k-eo@d-@r-ei@t-ei@t-
excruciate	iks@kru:ʃieit	6592	@-ei@k-@s-@k-@rw-u@sh-@t-
execration	ˌeksi@kreiʃən	6593	@-e@k-@s-ei@k-@rw-ei@sh-en
exhume	eks@hju:m	6594	@-e@k-@s-@h-@y-u@-
exiguous	eɡ@ziɡjuəs	6595	@-e@-@z-ei@-@y-o@s-
expatiate	eks@peiʃieit	6596	@-e@k-@s-@p-ei@sh-@t-
expatriate	eks@pætrieit	6597	@-e@k-@s-@p-e@t-@rw-@t-
expiation	ˌekspi@eiʃən	6598	@-e@k-@s-@p-ei@-ei@sh-en
explicable	eksplikəbl	6599	@-e@k-@s-@p-@l-ei@k-a@b-@l-
expropriate	eks@prəuprieit	6600	@-e@k-@s-@p-@rw-eu@p-@rw-@t-
expulsion	iks@pʌlʃən	6601	@-ei@k-@s-@p-a@l-@sh-en
extradite	ekstrədait	6602	@-e@k-@s-@t-@rw-a@d-ai@t-
extrinsic	eks@trinsik	6603	@-e@k-@s-@t-@rw-@s-ei@k-
extrude	eks@tru:d	6604	@-e@k-@s-@t-@rw-u@d-
exultant	iɡ@zʌltənt	6605	@-ei@-@z-a@l-@t-en@t-
fabulous	fæbjuləs	6606	@f-e@b-@y-u@l-a@s-
facsimile	fæk@simili	6607	@f-e@k-@s-ei@-ei@l-ei
factitious	fæk@tiʃəs	6608	@f-e@k-@t-ei@sh-a@s-
fag	fæɡ	6609	@f-e@-
fail-safe	feil@seif	6610	@f-ei@l-@s-ei@f-
fainthearted	feint@hɑ:tid	6611	@f-@t-@h-a@t-ei@d-
fake	feik	6612	@f-ei@k-
falsify	fɔ:lsi@fai	6613	@f-eo@l-@s-ei@f-ai
fanfare	fænfeə	6614	@f-e@f-e@-a
fantasia	fæn@teizjə	6615	@f-e@t-ei@z-@y-a
farrow	færəu	6616	@f-e@rw-eu
fascia	fæʃiə	6617	@f-e@sh-ei
fascinate	fæsineit	6618	@f-e@s-@-ei@t-
fealty	fi:əlti	6619	@f-ei@-a@l-@t-ei
febrile	fi:brail	6620	@f-ei@b-@rw-ai@l-
feisty	faisti	6621	@f-ai@s-@t-ei
felicitate	fi@lisiteit	6622	@f-ei@l-ei@s-ei@t-ei@t-
feline	fi:lain	6623	@f-ei@l-
fencing	fensiŋ	6624	@f-@s-ei@ng-
ferocious	fə@rəuʃəs	6625	@f-a@rw-eu@sh-a@s-
ferry	feri	6626	@f-e@rw-ei
festal	festl	6627	@f-e@s-@t-@l-
fetish	fi:tiʃ	6628	@f-ei@t-ei@sh-
fiend	fi:nd	6629	@f-@d-
filament	filəmənt	6630	@f-ei@l-a@-en@t-
filch	filtʃ	6631	@f-ei@l-@t-@sh-
filial	filjəl	6632	@f-ei@l-@y-a@l-
fillet	filit	6633	@f-ei@l-ei@t-
finable	fainəbl	6634	@f-@-a@b-@l-
finery	fainəri:	6635	@f-@-a@rw-ei
firebrand	faiəbrænd	6636	@f-ai@-a@b-@rw-e@d-
fishery	fiʃəri	6637	@f-ei@sh-a@rw-ei
fissile	fisail	6638	@f-ei@s-ai@l-
fitful	fitful	6639	@f-ei@t-@f-u@l-
flabby	flæbi	6640	@f-@l-e@b-ei
flagellate	flædʒeleit	6641	@f-@l-e@d-@r-e@l-ei@t-
flair	fleə	6642	@f-@l-e@-a
flannel	flænl	6643	@f-@l-e@l-
flatulence	faiəbrænd	6644	@f-ai@-a@b-@rw-e@d-
flavoring	fleivəriŋ	6645	@f-@l-ei@v-a@rw-ei@ng-
flay	flei	6646	@f-@l-ei
fleck	flek	6647	@f-@l-e@k-
fleece	fli:s	6648	@f-@l-ei@s-
fleet	fli:t	6649	@f-@l-ei@t-
flick	flik	6650	@f-@l-ei@k-
flicker	flikə	6651	@f-@l-ei@k-a
floppy	flɔpi	6652	@f-@l-eo@p-ei
florescence	flɔ:@resns	6653	@f-@l-eo@rw-e@s-@s-
flunk	flʌŋk	6654	@f-@l-a@ng-@k-
fodder	fɔdə	6655	@f-eo@d-a
fondle	fɔnd(ə)l	6656	@f-@d-@-a@-@l-
foothold	futhəuld	6657	@f-u@t-@h-eu@l-@d-
footle	fu:tl	6658	@f-u@t-@l-
fop	fɔp	6659	@f-eo@p-
foray	fɔrei	6660	@f-eo@rw-ei
forebear	fɔ:beə	6661	@f-eo@b-e@-a
foreclose	fɔ:@kləuz	6662	@f-eo@k-@l-eu@z-
forensic	fə@rensik	6663	@f-a@rw-@s-ei@k-
foreword	fɔ:wə:d	6664	@f-eo@v-a@d-
forfeiture	fɔ:fitʃə	6665	@f-eo@f-ei@t-@sh-a
forlorn	fə@lɔ:n	6666	@f-a@l-
formative	fɔ:mətiv	6667	@f-eo@-a@t-ei@v-
forswear	fɔ:@sweə	6668	@f-eo@s-@v-e@-a
fort	fɔ:t	6669	@f-eo@t-
fractional	frækʃənl	6670	@f-@rw-e@k-@sh-en@l-
fraternal	frə@tə:nl	6671	@f-@rw-a@t-@l-
fraternity	frə@tə:niti	6672	@f-@rw-a@t-@-ei@t-ei
fray	frei	6673	@f-@rw-ei
freak	fri:k	6674	@f-@rw-ei@k-
fretwork	fretwə:k	6675	@f-@rw-e@t-@v-a@k-
frisk	frisk	6676	@f-@rw-ei@s-@k-
fritter	fritə	6677	@f-@rw-ei@t-a
frolic	frɔlik	6678	@f-@rw-eo@l-ei@k-
frolicsome	frɔliksəm	6679	@f-@rw-eo@l-ei@k-@s-a@-
frowzy	frauzi	6680	@f-@rw-ao@z-ei
fructify	frʌktifai	6681	@f-@rw-a@k-@t-ei@f-ai
funereal	fju(:)@niəriəl	6682	@f-@y-u@-@-@-ei@rw-ei@l-
furbish	fə:biʃ	6683	@f-a@b-ei@sh-
fury	fjuəri	6684	@f-@y-o@rw-ei
fustian	fʌstiən	6685	@f-a@s-@t-
gab	ɡæb	6686	@-e@b-
gabble	ɡæbl	6687	@-e@b-@l-
gaiety	ɡeiəti	6688	@-ei@-a@t-ei
gale	ɡeil	6689	@-ei@l-
gallop	ɡæləp	6690	@-e@l-a@p-
gallows	ɡæləuz	6691	@-e@l-eu@z-
gamut	ɡæmət	6692	@-e@-a@t-
gander	ɡændə	6693	@-e@d-a
gangling	ɡæŋɡliŋ	6694	@-e@ng-@-@l-ei@ng-
gangly	ɡæŋli	6695	@-e@ng-@l-ei
gangrene	gæŋ@gri:n	6696	@g-e@ng-@g-@rw-
garland	ɡɑ:lənd	6697	@-a@l-en@d-
garret	ɡærit	6698	@-e@rw-ei@t-
gastric	ɡæstrik	6699	@-e@s-@t-@rw-ei@k-
gastritis	ɡæs@traitis	6700	@-e@s-@t-@rw-ai@t-ei@s-
gastronomy	ɡæs@trɔnəmi	6701	@-e@s-@t-@rw-@-a@-ei
gauche	ɡəuʃ	6702	@-eu@sh-
gaunt	ɡɔ:nt	6703	@-@t-
genuflect	dʒenju(:)flekt	6704	@d-@r-@y-u@-@-@-@f-@l-e@k-@t-
gestate	dʒesteit	6705	@d-@r-e@s-@t-ei@t-
gesticulate	dʒes@tikjuleit	6706	@d-@r-e@s-@t-ei@k-@y-u@l-ei@t-
ghastly	ɡɑ:stli	6707	@-a@s-@t-@l-ei
girdle	ɡə:dl	6708	@-a@d-@l-
glamorous	ɡlæmərəs	6709	@-@l-e@-a@rw-a@s-
gleam	ɡli:m	6710	@-@l-ei@-
glee	ɡli:	6711	@-@l-ei
glimpse	ɡlimps	6712	@-@l-ei@-@p-@s-
glitter	ɡlitə	6713	@-@l-ei@t-a
gloaming	ɡləumiŋ	6714	@-@l-eu@-ei@ng-
glorify	ɡlɔ:rifai	6715	@-@l-eo@rw-ei@f-ai
gloss-over	glɔ:s@əuvə	6716	@g-@l-eo@s-eu@v-a
gnat	næt	6717	@n-e@t-
gnawing	nɔ:iŋ	6718	@n-eo@-ei@ng-
gnome	nəum	6719	@n-eu@-
gnomic	nəumik	6720	@n-eu@-ei@k-
goggle	ɡɔɡl	6721	@-eo@-@l-
gorgeous	ɡɔ:dʒəs	6722	@-eo@d-@r-a@s-
gormandize	ɡɔ:məndaiz	6723	@-eo@-en@d-ai@z-
gosling	ɡɔzliŋ	6724	@-eo@z-@l-ei@ng-
governance	ɡʌvənəns	6725	@-a@v-en@-en@s-
granary	ɡrænəri	6726	@-@rw-e@-a@rw-ei
granule	ɡrænju:l	6727	@-@rw-e@y-u@l-
gratis	ɡreitis	6728	@-@rw-ei@t-ei@s-
greenhorn	ɡri:nhɔ:n	6729	@-@rw-@h-
gridiron	grid@aiən	6730	@g-@rw-ei@d-ai@-en
grotesque	ɡrəu@tesk	6731	@-@rw-eu@t-e@s-@k-
growl	ɡraul	6732	@-@rw-ao@l-
grudge	ɡrʌdʒ	6733	@-@rw-a@d-@r-
gruesome	ɡru:səm	6734	@-@rw-u@s-a@-
gruff	ɡrʌf	6735	@-@rw-a@f-
grumpy	ɡrʌmpi	6736	@-@rw-a@-@p-ei
gulch	ɡʌlʃ	6737	@-a@l-@sh-
gull	ɡʌl	6738	@-a@l-
gusto	ɡʌstəu	6739	@-a@s-@t-eu
gutless	ɡʌtlis	6740	@-a@t-@l-ei@s-
guttle	ɡʌtl	6741	@-a@t-@l-
gynaecocracy	dʒaini@kɔkrəsi	6742	@d-@r-@-ei@k-eo@k-@rw-a@s-ei
habitable	hæbitəbl	6743	@h-e@b-ei@t-a@b-@l-
haft	hɑ:ft	6744	@h-a@f-@t-
haggard	hæɡəd	6745	@h-e@-a@d-
haggle	hæɡl	6746	@h-e@-@l-
hamstring	hæmstriŋ	6747	@h-e@-@s-@t-@rw-ei@ng-
hardbitten	hɑ:d@bitən	6748	@h-a@d-@b-ei@t-en
hardihood	hɑ:dihud	6749	@h-a@d-ei@h-u@d-
hassle	hæsl	6750	@h-e@s-@l-
hatchet	hætʃit	6751	@h-e@t-@sh-ei@t-
hawker	hɔ:kə	6752	@h-eo@k-a
hawser	hɔ:zə	6753	@h-eo@z-a
hearsay	hiəsei	6754	@h-ei@s-ei
heave	hi:v	6755	@h-ei@v-
hedgehog	hedʒhɔɡ	6756	@h-e@d-@r-@h-eo@-
hedonic	hi:@dɔnik	6757	@h-ei@d-@-ei@k-
hedonism	hi:dənizəm	6758	@h-ei@d-en@-ei@z-a@-
heliotrope	heljətrəup	6759	@h-e@l-@y-a@t-@rw-eu@p-
helm	helm	6760	@h-e@l-@-
helot	helət	6761	@h-e@l-a@t-
helve	helv	6762	@h-e@l-@v-
henpecked	henpekt	6763	@h-@p-e@k-@t-
hepatitis	hepə@taitis	6764	@h-e@p-a@t-ai@t-ei@s-
herald	herəld	6765	@h-e@rw-a@l-@d-
herdsman	hə:dzmən	6766	@h-a@d-@z-@-en
heyday	heidei	6767	@h-ei@d-ei
hilt	hilt	6768	@h-ei@l-@t-
hinterland	hintəlænd	6769	@h-@t-a@l-e@d-
hippopotamus	hipə@pɔtəməs	6770	@h-ei@p-a@p-eo@t-a@-a@s-
hoarse	hɔ:s	6771	@h-eo@s-
hobble	hɔbl	6772	@h-eo@b-@l-
holocaust	hɔləkɔ:st	6773	@h-eo@l-a@k-eo@s-@t-
holograph	hɔləuɡrɑ:f	6774	@h-eo@l-eu@-@rw-a@f-
homely	həumli	6775	@h-eu@-@l-ei
homily	hɔmili	6776	@h-eo@-ei@l-ei
homograph	hɔməuɡrɑ:f	6777	@h-eo@-eu@-@rw-a@f-
horology	hə@ɔɔlədʒi	6778	@h-a@-eo@-eo@l-a@d-@r-ei
horrendous	hɔ@rendəs	6779	@h-eo@rw-@d-a@s-
howler	haulə	6780	@h-ao@l-a
