en	phntc	id	ati	cc
thwart	θwɔ:t	5694	@s-@v-eo@t-	嘶汪nonex
tickler	tikl	5695	@t-ei@k-@l-	nonex磕了
ticklish	tikliʃ	5696	@t-ei@k-@l-ei@sh-	nonex磕雷什
tidy	taidi	5697	@t-ai@d-ei	胎nonex
tiff	tif	5698	@t-ei@f-	nonex肤
tightfisted	taitfistid	5699	@t-ai@t-@f-ei@s-@t-ei@d-	胎nonex飞嘶nonex的
tilt	tilt	5700	@t-ei@l-@t-	nonex了nonex
timber	timbə	5701	@t-ei@-@b-a	nonex八
timbre	timbə	5702	@t-ei@-@b-a	nonex八
timely	taimli	5703	@t-ai@-@l-ei	胎雷
timid	timid	5704	@t-ei@-ei@d-	nonexnonex的
timidity	ti@miditi	5705	@t-ei@-ei@d-ei@t-ei	nonexnonexnonexnonex
timorous	timərəs	5706	@t-ei@-a@rw-a@s-	nonex啊若嘶
tinder	tində	5707	@t-@d-a	nonex搭
tined	taind	5708	@t-@d-	nonex的
tinker	tiŋkə	5709	@t-ei@ng-@k-a	nonexnonex劾
tint	tint	5710	@t-@t-	nonexnonex
tirade	tai@reid	5711	@t-ai@rw-ei@d-	胎锐的
tire	taiə	5712	@t-ai@-a	胎啊
tissue	tisju:	5713	@t-ei@s-@y-u	nonex嘶豫
titanic	tai@tænik	5714	@t-ai@t-e@-ei@k-	胎贪nonex磕
titular	titjulə	5715	@t-ei@t-@y-u@l-a	nonexnonex豫垃
toady	təudi	5716	@t-eu@d-ei	偷nonex
toil	tɔil	5717	@t-eo@l-	汤了
tolerance	tɔlərəns	5718	@t-eo@l-a@rw-en@s-	汤垃nonex嘶
toll	təul	5719	@t-eu@l-	偷了
tombstone	tu:mstəun	5720	@t-u@-@s-@t-	凸嘶nonex
tongs	tɔŋz	5721	@t-eo@ng-@z-	汤nonexnonex
tonic	tɔnik	5722	@t-@-ei@k-	nonexnonex磕
tonsorial	tɔn@sɔ:riəl	5723	@t-@s-eo@rw-ei@l-	nonex桑锐了
topple	tɔpl	5724	@t-eo@p-@l-	汤扑了
torment	tɔ:ment	5725	@t-eo@-@t-	汤nonex
tornado	tɔ:@neidəu	5726	@t-@-ei@d-eu	nonexnonex都
torpid	tɔ:pid	5727	@t-eo@p-ei@d-	汤胚的
torpor	tɔ:pə	5728	@t-eo@p-a	汤趴
torque	tɔ:k	5729	@t-eo@k-	汤磕
torrent	tɔrənt	5730	@t-eo@rw-en@t-	汤nonexnonex
torrential	tɔ@renʃəl	5731	@t-eo@rw-@sh-a@l-	汤入霎了
tortuous	tɔ:tjuəs	5732	@t-eo@t-@y-o@s-	汤nonex哟嘶
toss	tɔs	5733	@t-eo@s-	汤嘶
totalitarian	təutæli@teəriən	5734	@t-eu@t-e@l-ei@t-e@-a@rw-	偷贪雷贪啊入
totem	təutəm	5735	@t-eu@t-a@-	偷他
totter	tɔtə	5736	@t-eo@t-a	汤他
touchy	tʌtʃi	5737	@t-a@t-@sh-ei	他nonexnonex
toupee	tu:pei	5738	@t-u@p-ei	凸胚
tournament	tuənəmənt	5739	@t-@-a@-en@t-	nonex啊nonexnonex
tourniquet	tuəniket	5740	@t-@-ei@k-e@t-	nonexnonex刊nonex
tout	taut	5741	@t-ao@t-	涛nonex
toxic	tɔksik	5742	@t-eo@k-@s-ei@k-	汤磕nonex磕
toxin	tɔksin	5743	@t-eo@k-@s-	汤磕嘶
toy	tɔi	5744	@t-eo	汤
traceable	treisəbl	5745	@t-@rw-ei@s-a@b-@l-	nonex锐刹不了
track	træk	5746	@t-@rw-e@k-	nonex软磕
tract	trækt	5747	@t-@rw-e@k-@t-	nonex软磕nonex
tractability	træktə@biliti	5748	@t-@rw-e@k-@t-a@b-ei@l-ei@t-ei	nonex软磕他杯雷nonex
tractable	træktəbl	5749	@t-@rw-e@k-@t-a@b-@l-	nonex软磕他不了
tragedy	trædʒidi	5750	@t-@rw-e@d-@r-ei@d-ei	nonex软的nonexnonex
trait	treit	5751	@t-@rw-ei@t-	nonex锐nonex
traitor	treitə	5752	@t-@rw-ei@t-a	nonex锐他
trajectory	trə@dʒekətəri	5753	@t-@rw-a@d-@r-e@k-a@t-a@rw-ei	nonex若的然劾他锐
trample	træmpl	5754	@t-@rw-e@-@p-@l-	nonex软扑了
trance	trɑ:ns	5755	@t-@rw-@s-	nonex入嘶
tranquility	træŋ@kwiliti	5756	@t-@rw-e@ng-@k-@v-ei@l-ei@t-ei	nonex软nonex磕危雷nonex
transaction	træn@zækʃən	5757	@t-@rw-e@z-e@k-@sh-en	nonex软暂磕申
transcend	træn@send	5758	@t-@rw-e@s-@d-	nonex软嘶的
transcendent	træn@sendənt	5759	@t-@rw-e@s-@d-en@t-	nonex软嘶灯nonex
transcendental	trænsen@dentl	5760	@t-@rw-e@s-@d-@t-@l-	nonex软嘶的nonex了
transcribe	træns@kraib	5761	@t-@rw-e@s-@k-@rw-ai@b-	nonex软嘶磕nonex不
transfer	træns@fə:	5762	@t-@rw-e@s-@f-a	nonex软嘶发
transfigure	træns@fiɡə	5763	@t-@rw-e@s-@f-ei@-a	nonex软嘶飞啊
transgress	træns@ɡres	5764	@t-@rw-e@s-@-@rw-e@s-	nonex软嘶软嘶
transgression	træns@ɡreʃən	5765	@t-@rw-e@s-@-@rw-e@sh-en	nonex软嘶软申
transience	trænziəns	5766	@t-@rw-e@z-@s-	nonex软nonex嘶
transient	trænziənt	5767	@t-@rw-e@z-@t-	nonex软nonexnonex
transition	træn@ziʃən	5768	@t-@rw-e@z-ei@sh-en	nonex软贼申
transitory	trænsitəri	5769	@t-@rw-e@s-ei@t-a@rw-ei	nonex软nonex他锐
translucent	trænz@lju:snt	5770	@t-@rw-e@z-@l-@y-u@s-@t-	nonex软nonex了豫嘶nonex
transmit	trænz@mit	5771	@t-@rw-e@z-@-ei@t-	nonex软nonexnonexnonex
transmute	trænz@mju:t	5772	@t-@rw-e@z-@-@y-u@t-	nonex软nonex豫nonex
transparent	træns@peərənt	5773	@t-@rw-e@s-@p-e@-a@rw-en@t-	nonex软嘶攀啊nonexnonex
transplantation	trænsplɑ:n@teiʃən	5774	@t-@rw-e@s-@p-@l-@t-ei@sh-en	nonex软嘶扑了nonex申
transport	træns@pɔ:t	5775	@t-@rw-e@s-@p-eo@t-	nonex软嘶乓nonex
transpose	træns@pəuz	5776	@t-@rw-e@s-@p-eu@z-	nonex软嘶nonexnonex
trapeze	trə@pi:z	5777	@t-@rw-a@p-ei@z-	nonex若胚nonex
traverse	trævə:s	5778	@t-@rw-e@v-a@s-	nonex软戍嘶
travesty	trævisti	5779	@t-@rw-e@v-ei@s-@t-ei	nonex软危嘶nonex
treacherous	tretʃərəs	5780	@t-@rw-e@t-@sh-a@rw-a@s-	nonex软nonex霎若嘶
treason	tri:zn	5781	@t-@rw-ei@z-	nonex锐nonex
treatise	tri:tiz	5782	@t-@rw-ei@t-ei@z-	nonex锐nonexnonex
treaty	tri:ti	5783	@t-@rw-ei@t-ei	nonex锐nonex
tremendous	tri@mendəs	5784	@t-@rw-ei@-@d-a@s-	nonex锐搭嘶
tremor	tremə	5785	@t-@rw-e@-a	nonex软啊
trenchant	trentʃənt	5786	@t-@rw-@t-@sh-en@t-	nonex入nonex申nonex
trend	trend	5787	@t-@rw-@d-	nonex入的
trepidation	trepi@deiʃən	5788	@t-@rw-e@p-ei@d-ei@sh-en	nonex软胚nonex申
trespass	trespəs	5789	@t-@rw-e@s-@p-a@s-	nonex软嘶趴嘶
tribunal	trai@bju:nl	5790	@t-@rw-ai@b-@y-@l-	nonexnonex不一了
tribute	tribju:t	5791	@t-@rw-ei@b-@y-u@t-	nonex锐不豫nonex
trickle	trikl	5792	@t-@rw-ei@k-@l-	nonex锐磕了
trifle	traifl	5793	@t-@rw-ai@f-@l-	nonexnonex肤了
trigger	triɡə	5794	@t-@rw-ei@-a	nonex锐啊
trilogy	trilədʒi	5795	@t-@rw-ei@l-a@d-@r-ei	nonex锐垃的nonex
trim	trim	5796	@t-@rw-ei@-	nonex锐
trinket	triŋkit	5797	@t-@rw-ei@ng-@k-ei@t-	nonex锐nonexnonexnonex
trio	tri:əu	5798	@t-@rw-ei@-eu	nonex锐nonex
tripod	traipɔd	5799	@t-@rw-ai@p-eo@d-	nonexnonex乓的
trite	trait	5800	@t-@rw-ai@t-	nonexnonexnonex
triumph	traiəmf	5801	@t-@rw-ai@-a@-@f-	nonexnonex啊肤
trivial	triviəl	5802	@t-@rw-ei@v-ei@l-	nonex锐危了
trophy	trəufi	5803	@t-@rw-eu@f-ei	nonexnonex飞
troupe	tru:p	5804	@t-@rw-u@p-	nonexnonex扑
trowel	trauəl	5805	@t-@rw-ao@-a@l-	nonexnonex啊了
truancy	tru:ənsi	5806	@t-@rw-u@-en@s-ei	nonexnonexnonexnonex
truce	tru:s	5807	@t-@rw-u@s-	nonexnonex嘶
truculent	trʌkjulənt	5808	@t-@rw-a@k-@y-u@l-en@t-	nonex若磕豫棱nonex
trudge	trʌdʒ	5809	@t-@rw-a@d-@r-	nonex若的nonex
trumpet	trʌmpit	5810	@t-@rw-a@-@p-ei@t-	nonex若胚nonex
truncate	trʌŋkeit	5811	@t-@rw-a@ng-@k-ei@t-	nonex若nonexnonexnonex
trunk	trʌŋk	5812	@t-@rw-a@ng-@k-	nonex若nonex磕
truss	trʌs	5813	@t-@rw-a@s-	nonex若嘶
trustworthy	trʌst@wə:ði	5814	@t-@rw-a@s-@t-@v-a@z-ei	nonex若嘶nonex戍贼
tuber	tju:bə	5815	@t-@y-u@b-a	nonex豫八
tumult	tju:mʌlt	5816	@t-@y-u@-a@l-@t-	nonex豫啊了nonex
turbulent	tə:bjulənt	5817	@t-a@b-@y-u@l-en@t-	他不豫棱nonex
turgid	tə:dʒid	5818	@t-a@d-@r-ei@d-	他的nonex的
turmoil	tə:mɔil	5819	@t-a@-eo@l-	他nonex了
turncoat	tə:nkəut	5820	@t-@k-eu@t-	nonex抠nonex
turpitude	tə:pitju:d	5821	@t-a@p-ei@t-@y-u@d-	他胚nonex豫的
turquoise	tə:kwɔiz	5822	@t-a@k-@v-eo@z-	他磕汪nonex
turret	tʌrit	5823	@t-a@rw-ei@t-	他锐nonex
tusk	tʌsk	5824	@t-a@s-@k-	他嘶磕
tussle	tʌsl	5825	@t-a@s-@l-	他嘶了
tutor	tju:tə	5826	@t-@y-u@t-a	nonex豫他
tuxedo	tʌk@si:dəu	5827	@t-a@k-@s-ei@d-eu	他磕nonex都
twig	twiɡ	5828	@t-@v-ei@-	nonex危
twinge	twindʒ	5829	@t-@v-@d-@r-	nonexnonex的nonex
typo	taipəu	5830	@t-ai@p-eu	胎nonex
typographical	taipə@ɡræfikəl	5831	@t-ai@p-a@-@rw-e@f-ei@k-a@l-	胎趴软飞劾了
tyranny	tirəni	5832	@t-ei@rw-en@-ei	nonexnonexnonex
tyrant	taiərənt	5833	@t-ai@-a@rw-en@t-	胎啊nonexnonex
tyro	taiərəu	5834	@t-ai@-a@rw-eu	胎啊nonex
ubiquitous	ju:@bikwitəs	5835	@y-u@b-ei@k-@v-ei@t-a@s-	豫杯磕危他嘶
ugly	ʌɡli	5836	@-a@-@l-ei	啊雷
ulcer	ʌlsə	5837	@-a@l-@s-a	啊了刹
ultimate	ʌltimit	5838	@-a@l-@t-ei@-ei@t-	啊了nonexnonexnonex
umbrage	ʌmbridʒ	5839	@-a@-@b-@rw-ei@d-@r-	啊不锐的nonex
umpire	ʌmpaiə	5840	@-a@-@p-ai@-a	啊拍啊
unaffected	ʌnə@fektid	5841	@-@-a@f-e@k-@t-ei@d-	啊帆磕nonex的
unanimous	ju(:)@næniməs	5842	@y-u@-@-@-e@-ei@-a@s-	豫鳄nonex啊嘶
unassuming	ʌnə@sju:miŋ	5843	@-@-a@s-@y-u@-ei@ng-	啊嘶豫nonexnonex
unbecoming	ʌnbi@kʌmiŋ	5844	@-@b-ei@k-a@-ei@ng-	杯劾nonexnonex
unbend	ʌn@bend	5845	@-@b-@d-	不的
uncanny	ʌn@kæni	5846	@-@k-e@-ei	刊nonex
uncommitted	ʌnkə@mitid	5847	@-@k-a@-ei@t-ei@d-	劾nonexnonex的
unconscionable	ʌn@kɔnʃənəbl	5848	@-@k-@sh-en@-a@b-@l-	磕申啊不了
unconscious	ʌn@kɔnʃəs	5849	@-@k-@sh-a@s-	磕霎嘶
uncouth	ʌn@ku:θ	5850	@-@k-u@s-	枯嘶
unctuous	ʌŋktjuəs	5851	@-a@ng-@k-@t-@y-o@s-	啊nonex磕nonex哟嘶
underbid	ʌndə@bid	5852	@-@d-a@b-ei@d-	搭杯的
undercut	ʌndəkʌt	5853	@-@d-a@k-a@t-	搭劾nonex
underdog	ʌndədɔɡ	5854	@-@d-a@d-eo@-	搭当
underestimated	ʌndər@estimeitid	5855	@-@d-a@rw-e@s-@t-ei@-ei@t-ei@d-	搭软嘶nonexnonexnonex的
undergird	ʌndə@ɡə:d	5856	@-@d-a@-a@d-	搭啊的
underhanded	ʌndəhændid	5857	@-@d-a@h-e@d-ei@d-	搭还nonex的
underling	ʌndəliŋ	5858	@-@d-a@l-ei@ng-	搭雷nonex
underlying	ʌndə@laiiŋ	5859	@-@d-a@l-ai@-ei@ng-	搭来nonexnonex
undermine	ʌndə@main	5860	@-@d-a@-	搭
underplay	ʌndə@plei	5861	@-@d-a@p-@l-ei	搭扑雷
underrate	ʌndə@reit	5862	@-@d-a@rw-ei@t-	搭锐nonex
underscore	ʌndə@skɔ:	5863	@-@d-a@s-@k-eo	搭嘶侃
understate	ʌndə@steit	5864	@-@d-a@s-@t-ei@t-	搭嘶nonexnonex
understated	ʌndə@steitid	5865	@-@d-a@s-@t-ei@t-ei@d-	搭嘶nonexnonex的
understatement	ʌndə@steitmənt	5866	@-@d-a@s-@t-ei@t-@-en@t-	搭嘶nonexnonexnonexnonex
understudy	ʌndə@stʌdi	5867	@-@d-a@s-@t-a@d-ei	搭嘶他nonex
underutilized	ʌndə@ju:tilaizd	5868	@-@d-a@y-u@t-ei@l-ai@z-@d-	搭豫nonex来nonex的
underwrite	ʌndərait	5869	@-@d-a@rw-ai@t-	搭nonexnonex
undeserved	ʌndi@zə:vd	5870	@-@d-ei@z-a@v-@d-	nonex伸nonex的
undesirable	ʌndi@zaiərəbl	5871	@-@d-ei@z-ai@-a@rw-a@b-@l-	nonex灾啊若不了
undirected	ʌndi@rektid	5872	@-@d-ei@rw-e@k-@t-ei@d-	nonex软磕nonex的
unearth	ʌn@ə:θ	5873	@-@-a@s-	啊嘶
unearthly	ʌn@ə:θli	5874	@-@-a@s-@l-ei	啊嘶雷
unenlightened	ʌnin@laitnd	5875	@-@-@l-ai@t-@d-	来nonex的
unexceptionable	ʌnik@sepʃənəbl	5876	@-@-ei@k-@s-e@p-@sh-en@-a@b-@l-	nonex磕三扑申啊不了
unfailing	ʌn@feiliŋ	5877	@-@f-ei@l-ei@ng-	飞雷nonex
unfasten	ʌn@fɑ:sn	5878	@-@f-a@s-	发嘶
unfeigned	ʌn@feind	5879	@-@f-@d-	肤的
unflappable	ʌn@flæpəbl	5880	@-@f-@l-e@p-a@b-@l-	肤兰趴不了
unfold	ʌn@fəuld	5881	@-@f-eu@l-@d-	否了的
unfounded	ʌn@faundid	5882	@-@f-@d-ei@d-	肤nonex的
ungainly	ʌn@ɡeinli	5883	@-@-@l-ei	雷
ungrudging	ʌn@ɡrʌdʒiŋ	5884	@-@-@rw-a@d-@r-ei@ng-	若的nonexnonex
unguent	ʌŋɡwənt	5885	@-a@ng-@-@v-en@t-	啊nonex温nonex
unicorn	ju:nikɔ:n	5886	@y-@-ei@k-	一nonex磕
unidimensional	ju:nidi@menʃənl	5887	@y-@-ei@d-ei@-@sh-en@l-	一nonexnonex申了
unification	ju:nifi@keiʃən	5888	@y-@-ei@f-ei@k-ei@sh-en	一nonex飞nonex申
uniform	ju:nifɔ:m	5889	@y-@-ei@f-eo@-	一nonex方
unify	ju:nifai	5890	@y-@-ei@f-ai	一nonexnonex
unimpassioned	ʌnim@pæʃənd	5891	@-@-ei@-@p-e@sh-en@d-	nonex攀申的
unimpeachable	ʌnim@pi:tʃəbl	5892	@-@-ei@-@p-ei@t-@sh-a@b-@l-	nonex胚nonex霎不了
uninitiated	ʌni@niʃieitid	5893	@-@-@-ei@sh-@t-ei@d-	nonex什nonex的
unique	ju:@ni:k	5894	@y-@-ei@k-	一nonex磕
univocal	ju:ni@vəukəl	5895	@y-@-ei@v-eu@k-a@l-	一nonexnonex劾了
unjustified	ʌn@dʒʌstifaid	5896	@-@d-@r-a@s-@t-ei@f-ai@d-	的热嘶nonexnonex的
unjustly	ʌn@dʒʌstli	5897	@-@d-@r-a@s-@t-@l-ei	的热嘶nonex雷
unkempt	ʌn@kempt	5898	@-@k-e@-@p-@t-	刊扑nonex
unleash	ʌn@li:ʃ	5899	@-@l-ei@sh-	雷什
unmitigated	ʌn@mitiɡeitid	5900	@-@-ei@t-ei@-ei@t-ei@d-	nonexnonexnonexnonex的
unmoved	ʌn@mu:vd	5901	@-@-u@v-@d-	无nonex的
unnoticed	ʌn@nəutist	5902	@-@-eu@t-ei@s-@t-	nonexnonex嘶nonex
unobtrusive	ʌnəb@tru:siv	5903	@-@-a@b-@t-@rw-u@s-ei@v-	啊不nonexnonexnonexnonex
unpalatable	ʌn@pælətəbl	5904	@-@p-e@l-a@t-a@b-@l-	攀垃他不了
unprecedented	ʌn@presidəntid	5905	@-@p-@rw-e@s-ei@d-en@t-ei@d-	扑软nonex灯nonex的
unpremeditated	ʌnpri@mediteitid	5906	@-@p-@rw-ei@-e@d-ei@t-ei@t-ei@d-	扑锐鳄nonexnonexnonex的
unprepossessing	ʌnpri:pə@zesiŋ	5907	@-@p-@rw-ei@p-a@z-e@s-ei@ng-	扑锐趴暂nonexnonex
unpretentious	ʌnpri@tenʃəs	5908	@-@p-@rw-ei@t-@sh-a@s-	扑锐nonex霎嘶
unprincipled	ʌn@prinsəpld	5909	@-@p-@rw-@s-a@p-@l-@d-	扑入刹扑了的
unproductive	ʌnprə@dʌktiv	5910	@-@p-@rw-a@d-a@k-@t-ei@v-	扑若搭磕nonexnonex
unprovoked	ʌnprə@vəukt	5911	@-@p-@rw-a@v-eu@k-@t-	扑若nonex磕nonex
unqualified	ʌn@kwɔlifaid	5912	@-@k-@v-eo@l-ei@f-ai@d-	磕汪雷nonex的
unravel	ʌn@rævəl	5913	@-@rw-e@v-a@l-	软戍了
unregenerate	ʌnri@dʒenərət	5914	@-@rw-ei@d-@r-@-a@rw-a@t-	锐的nonex啊若nonex
unregulated	ʌn@reɡjuleitid	5915	@-@rw-e@-@y-u@l-ei@t-ei@d-	软豫雷nonex的
unremitting	ʌnri@mitiŋ	5916	@-@rw-ei@-ei@t-ei@ng-	锐nonexnonexnonex
unrepentant	ʌnri@pentənt	5917	@-@rw-ei@p-@t-en@t-	锐扑疼nonex
unrequited	ʌnri@kwaitid	5918	@-@rw-ei@k-@v-ai@t-ei@d-	锐磕歪nonex的
unreserved	ʌnri@zə:vd	5919	@-@rw-ei@z-a@v-@d-	锐伸nonex的
unscathed	ʌn@skeiðd	5920	@-@s-@k-ei@z-@d-	嘶nonexnonex的
unscented	ʌn@sentid	5921	@-@s-@t-ei@d-	嘶nonex的
unscrupulous	ʌn@skru:pjuləs	5922	@-@s-@k-@rw-u@p-@y-u@l-a@s-	嘶磕nonex扑豫垃嘶
unscrupulousness	ʌn@skru:pjuləsnis	5923	@-@s-@k-@rw-u@p-@y-u@l-a@s-ei@s-	嘶磕nonex扑豫垃nonex嘶
unseemly	ʌn@si:mli	5924	@-@s-ei@-@l-ei	nonex雷
unsettle	ʌn@setl	5925	@-@s-e@t-@l-	三nonex了
unsettling	ʌn@setliŋ	5926	@-@s-e@t-@l-ei@ng-	三nonex雷nonex
unsound	ʌn@saund	5927	@-@s-@d-	嘶的
unspoiled	ʌn@spɔild	5928	@-@s-@p-eo@l-@d-	嘶乓了的
unspotted	ʌn@spɔtid	5929	@-@s-@p-eo@t-ei@d-	嘶乓nonex的
unstinting	ʌn@stintiŋ	5930	@-@s-@t-@t-ei@ng-	嘶nonexnonexnonex
unsubstantiated	ʌnsəb@stænʃieitid	5931	@-@s-a@b-@s-@t-e@sh-@t-ei@d-	刹不嘶贪什nonex的
untapped	ʌn@tæpt	5932	@-@t-e@p-@t-	贪扑nonex
unthreatening	ʌn@θretəniŋ	5933	@-@s-@rw-e@t-en@-ei@ng-	嘶软疼nonexnonex
untimely	ʌn@taimli	5934	@-@t-ai@-@l-ei	胎雷
untold	ʌn@təuld	5935	@-@t-eu@l-@d-	偷了的
untoward	ʌn@təuəd	5936	@-@t-eu@-a@d-	偷啊的
untutored	ʌn@tju:təd	5937	@-@t-@y-u@t-a@d-	nonex豫他的
unwarranted	ʌn@wɔrəntid	5938	@-@v-eo@rw-en@t-ei@d-	汪nonexnonex的
unwieldy	ʌn@wi:ldi	5939	@-@v-ei@l-@d-ei	危了nonex
unwitting	ʌn@witiŋ	5940	@-@v-ei@t-ei@ng-	危nonexnonex
unwonted	ʌn@wəuntid	5941	@-@v-@t-ei@d-	nonexnonex的
unworldly	ʌn@wə:ldli	5942	@-@v-a@l-@d-@l-ei	戍了的雷
upbraid	ʌp@breid	5943	@-a@p-@b-@rw-ei@d-	啊扑不锐的
upgrade	ʌpɡreid	5944	@-a@p-@-@rw-ei@d-	啊扑锐的
upheaval	ʌp@hi:vəl	5945	@-a@p-@h-ei@v-a@l-	啊扑嘿戍了
uphold	ʌp@həuld	5946	@-a@p-@h-eu@l-@d-	啊扑侯了的
upright	ʌp@rait	5947	@-a@p-@rw-ai@t-	啊扑nonexnonex
uproar	ʌprɔ:	5948	@-a@p-@rw-eo	啊扑nonex
uproarious	ʌp@rɔ:riəs	5949	@-a@p-@rw-eo@rw-ei@s-	啊扑nonex锐嘶
upstage	ʌpsteidʒ	5950	@-a@p-@s-@t-ei@d-@r-	啊扑嘶nonex的nonex
upswing	ʌpswiŋ	5951	@-a@p-@s-@v-ei@ng-	啊扑嘶危nonex
urgent	ə:dʒənt	5952	@-a@d-@r-en@t-	啊的人nonex
usurp	ju:@zə:p	5953	@y-u@z-a@p-	豫伸扑
usury	ju:ʒuri	5954	@y-u@r-u@rw-ei	豫如锐
utilitarian	ju:tili@teəriən	5955	@y-u@t-ei@l-ei@t-e@-a@rw-	豫nonex雷贪啊入
utilize	ju:@tilaiz	5956	@y-u@t-ei@l-ai@z-	豫nonex来nonex
utopia	ju:@təupjə	5957	@y-u@t-eu@p-@y-a	豫偷扑丫
utopian	ju:@təupjən	5958	@y-u@t-eu@p-@y-en	豫偷扑因
utter	ʌtə	5959	@-a@t-a	啊他
vaccinate	væksineit	5960	@v-e@k-@s-@-ei@t-	弯磕嘶nonexnonex
vaccine	væksi:n	5961	@v-e@k-@s-	弯磕嘶
vacillate	væsileit	5962	@v-e@s-ei@l-ei@t-	弯nonex雷nonex
vacuous	vækjuəs	5963	@v-e@k-@y-o@s-	弯磕哟嘶
vagary	veiɡəri	5964	@v-ei@-a@rw-ei	危啊锐
vagrancy	veiɡrənsi	5965	@v-ei@-@rw-en@s-ei	危nonexnonex
vagrant	veiɡrənt	5966	@v-ei@-@rw-en@t-	危nonexnonex
vague	veiɡ	5967	@v-ei@-	危
vain	vein	5968	@v-	nonex
valediction	vælidikʃən	5969	@v-e@l-ei@d-ei@k-@sh-en	弯雷nonex磕申
valedictory	væli@diktəri	5970	@v-e@l-ei@d-ei@k-@t-a@rw-ei	弯雷nonex磕他锐
valiant	væljənt	5971	@v-e@l-@y-en@t-	弯了因nonex
validate	vælideit	5972	@v-e@l-ei@d-ei@t-	弯雷nonexnonex
valorous	vælərəs	5973	@v-e@l-a@rw-a@s-	弯垃若嘶
valve	vælv	5974	@v-e@l-@v-	弯了nonex
vandalism	vændəliz(ə)m	5975	@v-e@d-a@l-ei@z-@-a@-@-	弯搭雷nonex啊
vandalize	vændlaiz	5976	@v-e@d-@l-ai@z-	弯的来nonex
vanilla	və@nilə	5977	@v-en@-ei@l-a	温nonex垃
vanity	væniti	5978	@v-e@-ei@t-ei	弯nonexnonex
vanquish	væŋkwiʃ	5979	@v-e@ng-@k-@v-ei@sh-	弯nonex磕危什
vantage	va:ntidʒ	5980	@v-@-@t-ei@d-@r-	nonexnonex的nonex
vapid	væpid	5981	@v-e@p-ei@d-	弯胚的
vaporization	veipərai@zeiʃən	5982	@v-ei@p-a@rw-ai@z-ei@sh-en	危趴nonex贼申
vaporize	veipəraiz	5983	@v-ei@p-a@rw-ai@z-	危趴nonexnonex
vaporous	veipərəs	5984	@v-ei@p-a@rw-a@s-	危趴若嘶
variance	veəriəns	5985	@v-e@-a@rw-@s-	弯啊入嘶
variegate	veəriɡeit	5986	@v-e@-a@rw-ei@-ei@t-	弯啊锐nonexnonex
variegation	veəriə@ɡeiʃən	5987	@v-e@-a@rw-ei@-ei@sh-en	弯啊锐nonex申
varnish	vɑ:niʃ	5988	@v-@-ei@sh-	nonexnonex什
vascular	væskjulə	5989	@v-e@s-@k-@y-u@l-a	弯嘶磕豫垃
vault	vɔ:lt	5990	@v-eo@l-@t-	汪了nonex
vaunting	vɔ:ntiŋ	5991	@v-@t-ei@ng-	nonexnonexnonex
veer	viə	5992	@v-ei	危
vehicle	vi:ikl	5993	@v-ei@-ei@k-@l-	危nonex磕了
veil	veil	5994	@v-ei@l-	危了
velocity	vi@lɔsiti	5995	@v-ei@l-eo@s-ei@t-ei	危郎nonexnonex
venal	vi:nl	5996	@v-@l-	nonex了
vendetta	ven@detə	5997	@v-@d-e@t-a	nonex丹他
vendor	vendɔ:	5998	@v-@d-eo	nonex当
veneer	və@niə	5999	@v-en@-ei	温nonex
venerate	venəreit	6000	@v-@-a@rw-ei@t-	nonex啊锐nonex
vengeance	vendʒəns	6001	@v-@d-@r-en@s-	nonex的人嘶
vengeful	vendʒful	6002	@v-@d-@r-@f-u@l-	nonex的nonex夫了
venial	vi:niəl	6003	@v-@-ei@l-	nonexnonex了
venom	venəm	6004	@v-@-a@-	nonex啊
vent	vent	6005	@v-@t-	nonexnonex
ventilate	ventileit	6006	@v-@t-ei@l-ei@t-	nonexnonex雷nonex
ventriloquist	ven@triləkwist	6007	@v-@t-@rw-ei@l-a@k-@v-ei@s-@t-	nonexnonex锐垃磕危嘶nonex
veracious	və@reiʃəs	6008	@v-a@rw-ei@sh-a@s-	戍锐霎嘶
veracity	və@ræsiti	6009	@v-a@rw-e@s-ei@t-ei	戍软nonexnonex
verbal	və:bəl	6010	@v-a@b-a@l-	戍八了
verbiage	və:biidʒ	6011	@v-a@b-@d-@r-	戍不的nonex
verbose	və:@bəus	6012	@v-a@b-eu@s-	戍nonex嘶
verdant	və:dənt	6013	@v-a@d-en@t-	戍灯nonex
verdict	və:dikt	6014	@v-a@d-ei@k-@t-	戍nonex磕nonex
verdigris	və:diɡris	6015	@v-a@d-ei@-@rw-ei@s-	戍nonex锐嘶
verified	verifaid	6016	@v-e@rw-ei@f-ai@d-	弯锐nonex的
verify	verifai	6017	@v-e@rw-ei@f-ai	弯锐nonex
verisimilar	veri@similə	6018	@v-e@rw-ei@s-ei@-ei@l-a	弯锐nonexnonex垃
veritable	veritəbl	6019	@v-e@rw-ei@t-a@b-@l-	弯锐他不了
vernacular	və@nækjulə	6020	@v-en@-e@k-@y-u@l-a	温鳄磕豫垃
versatile	və:sətail	6021	@v-a@s-a@t-ai@l-	戍刹胎了
verse	və:s	6022	@v-a@s-	戍嘶
vertex	və:teks	6023	@v-a@t-e@k-@s-	戍贪磕嘶
vertical	və:tikəl	6024	@v-a@t-ei@k-a@l-	戍nonex劾了
vertigo	və:tiɡəu	6025	@v-a@t-ei@-eu	戍nonexnonex
verve	və:v	6026	@v-a@v-	戍nonex
